# step = 4000, time = 0.04, G_eff = 5000
# x  rho  phase  re  im  V
0.823242  0.0946103  -0.22936  0.299533  -0.0699314  0.018417
0.825195  0.0912274  -0.246178  0.292933  -0.0736065  0.0187455
0.827148  0.0880093  -0.262966  0.286465  -0.0771165  0.0190706
0.829102  0.0849487  -0.279692  0.280134  -0.0804603  0.0193922
0.831055  0.0820385  -0.296321  0.27394  -0.0836367  0.0197104
0.833008  0.0792716  -0.312817  0.267888  -0.0866449  0.020025
0.834961  0.0766412  -0.329143  0.26198  -0.0894841  0.0203361
0.836914  0.0741404  -0.34526  0.256219  -0.0921534  0.0206437
0.838867  0.0717627  -0.361129  0.250607  -0.0946523  0.0209478
0.84082  0.0695016  -0.37671  0.245146  -0.0969804  0.0212483
0.842773  0.0673509  -0.391962  0.239839  -0.0991373  0.0215453
0.844727  0.0653045  -0.406842  0.234688  -0.101123  0.0218387
0.84668  0.0633565  -0.42131  0.229696  -0.102937  0.0221285
0.848633  0.0615014  -0.435324  0.224865  -0.10458  0.0224148
0.850586  0.0597337  -0.448841  0.220197  -0.106053  0.0226975
0.852539  0.0580482  -0.461821  0.215693  -0.107354  0.0229766
0.854492  0.0564401  -0.474223  0.211355  -0.108486  0.0232521
0.856445  0.0549047  -0.486006  0.207185  -0.109449  0.0235241
0.858398  0.0534375  -0.497131  0.203184  -0.110244  0.0237924
0.860352  0.0520345  -0.507559  0.199354  -0.110872  0.0240571
0.862305  0.0506919  -0.517253  0.195695  -0.111335  0.0243182
0.864258  0.049406  -0.526177  0.192208  -0.111633  0.0245756
0.866211  0.0481735  -0.534296  0.188895  -0.111769  0.0248295
0.868164  0.0469916  -0.541577  0.185754  -0.111745  0.0250797
0.870117  0.0458575  -0.547989  0.182787  -0.111563  0.0253263
0.87207  0.0447687  -0.553502  0.179994  -0.111224  0.0255692
0.874023  0.0437231  -0.558088  0.177374  -0.110733  0.0258085
0.875977  0.0427189  -0.561722  0.174926  -0.11009  0.0260442
0.87793  0.0417545  -0.564381  0.17265  -0.1093  0.0262761
0.879883  0.0408284  -0.566044  0.170545  -0.108364  0.0265045
0.881836  0.0399397  -0.566692  0.168609  -0.107288  0.0267292
0.883789  0.0390874  -0.566311  0.166841  -0.106073  0.0269502
0.885742  0.038271  -0.564887  0.165238  -0.104725  0.0271676
0.887695  0.03749  -0.562413  0.1638  -0.103246  0.0273812
0.889648  0.0367442  -0.558881  0.162522  -0.10164  0.0275913
0.891602  0.0360336  -0.554292  0.161403  -0.0999128  0.0277976
0.893555  0.0353582  -0.548646  0.16044  -0.0980678  0.0280003
0.895508  0.0347184  -0.541951  0.159629  -0.0961099  0.0281992
0.897461  0.0341144  -0.534218  0.158966  -0.0940438  0.0283946
0.899414  0.0335468  -0.525463  0.158448  -0.0918744  0.0285862
0.901367  0.033016  -0.515707  0.158072  -0.089607  0.0287741
0.90332  0.0325227  -0.504978  0.157831  -0.0872466  0.0289583
0.905273  0.0320675  -0.493307  0.157723  -0.0847988  0.0291389
0.907227  0.0316509  -0.480731  0.157742  -0.082269  0.0293158
0.90918  0.0312735  -0.467294  0.157884  -0.079663  0.0294889
0.911133  0.030936  -0.453045  0.158143  -0.0769864  0.0296584
0.913086  0.0306388  -0.438037  0.158513  -0.0742452  0.0298242
0.915039  0.0303823  -0.422329  0.15899  -0.0714453  0.0299863
0.916992  0.0301669  -0.405985  0.159568  -0.0685927  0.0301446
0.918945  0.0299926  -0.389071  0.16024  -0.0656937  0.0302993
0.920898  0.0298597  -0.37166  0.161002  -0.0627543  0.0304503
0.922852  0.029768  -0.353824  0.161846  -0.0597809  0.0305976
0.924805  0.0297172  -0.33564  0.162767  -0.0567797  0.0307412
0.926758  0.029707  -0.317185  0.163759  -0.053757  0.030881
0.928711  0.0297367  -0.298535  0.164816  -0.0507191  0.0310172
0.930664  0.0298056  -0.279769  0.16593  -0.0476724  0.0311497
0.932617  0.0299126  -0.26096  0.167097  -0.0446233  0.0312785
0.93457  0.0300567  -0.242184  0.168309  -0.0415779  0.0314035
0.936523  0.0302364  -0.22351  0.169561  -0.0385425  0.0315249
0.938477  0.0304503  -0.205006  0.170846  -0.0355235  0.0316426
0.94043  0.0306965  -0.186735  0.172158  -0.0325269  0.0317566
0.942383  0.0309732  -0.168756  0.173492  -0.029559  0.0318668
0.944336  0.0312782  -0.151124  0.174841  -0.0266256  0.0319734
0.946289  0.0316093  -0.133887  0.176199  -0.0237327  0.0320763
0.948242  0.0319641  -0.11709  0.177561  -0.0208862  0.0321755
0.950195  0.03234  -0.100774  0.178921  -0.0180918  0.032271
0.952148  0.0327345  -0.0849712  0.180274  -0.0153551  0.0323628
0.954102  0.0331447  -0.0697135  0.181615  -0.0126815  0.0324509
0.956055  0.0335677  -0.055026  0.182938  -0.0100765  0.0325354
0.958008  0.0340007  -0.0409303  0.184238  -0.00754515  0.0326161
0.959961  0.0344406  -0.0274441  0.185512  -0.00509249  0.0326932
0.961914  0.0348845  -0.0145817  0.186754  -0.00272338  0.0327665
0.963867  0.0353293  -0.0023542  0.18796  -0.000442496  0.0328362
0.96582  0.035772  0.00922996  0.189127  0.00174568  0.0329022
0.967773  0.0362095  0.0201648  0.190249  0.00383685  0.0329646
0.969727  0.0366391  0.0304463  0.191325  0.00582693  0.0330232
0.97168  0.0370576  0.0400724  0.192349  0.00771202  0.0330782
0.973633  0.0374624  0.0490423  0.193319  0.00948844  0.0331295
0.975586  0.0378508  0.0573565  0.194233  0.0111527  0.0331772
0.977539  0.0382201  0.0650163  0.195086  0.0127017  0.0332211
0.979492  0.0385678  0.0720238  0.195878  0.0141323  0.0332614
0.981445  0.0388918  0.0783814  0.196604  0.0154418  0.033298
0.983398  0.0391897  0.0840922  0.197264  0.0166276  0.033331
0.985352  0.0394597  0.0891589  0.197856  0.0176875  0.0333603
0.987305  0.0397  0.0935845  0.198377  0.0186194  0.0333859
0.989258  0.039909  0.097372  0.198826  0.0194215  0.0334079
0.991211  0.0400853  0.100524  0.199202  0.0200923  0.0334262
0.993164  0.0402277  0.103042  0.199505  0.0206305  0.0334409
0.995117  0.0403354  0.10493  0.199732  0.021035  0.0334518
0.99707  0.0404075  0.106187  0.199884  0.0213052  0.0334592
0.999023  0.0404437  0.106815  0.19996  0.0214404  0.0334628
